age,fnlwgt,marital_status,relationship,race,sex,capital_gain,capital_loss,hours_per_week,income,workclass_grouped,education_grouped,occupation_grouped,native_country_grouped
36,194809,Never-married,Own-child,White,Female,0,0,50,<=50K,Private,Bachelors,White-Collar,USA
37,159917,Separated,Unmarried,White,Female,0,0,25,<=50K,Private,Dropout,Service,USA
25,276249,Never-married,Own-child,White,Female,0,0,40,<=50K,Government,Advanced,White-Collar,USA
33,93930,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Self-Employed,High School,White-Collar,USA
36,96468,Never-married,Own-child,White,Female,0,0,40,<=50K,Government,Advanced,White-Collar,USA
53,100029,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,Self-Employed,Advanced,White-Collar,USA
61,205482,Married-spouse-absent,Not-in-family,White,Female,0,0,60,<=50K,Government,High School,Blue-Collar,USA
47,104068,Divorced,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,<=50K,Private,High School,White-Collar,USA
62,177493,Married-civ-spouse,Husband,White,Male,0,0,30,<=50K,Private,Dropout,White-Collar,USA
41,103614,Married-civ-spouse,Husband,White,Male,0,0,45,>50K,Government,Bachelors,White-Collar,USA
58,220896,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,Private,High School,White-Collar,USA
56,398067,Widowed,Not-in-family,White,Female,0,0,40,<=50K,Private,High School,White-Collar,USA
19,140985,Never-married,Own-child,White,Male,0,0,20,<=50K,Government,Some College,Service,USA
32,215912,Married-civ-spouse,Wife,Black,Female,0,0,40,<=50K,Private,High School,Service,USA
39,365009,Never-married,Own-child,White,Male,0,0,40,<=50K,Private,Bachelors,Blue-Collar,USA
27,150767,Never-married,Own-child,White,Male,0,0,48,<=50K,Private,Some College,Blue-Collar,USA
38,238980,Never-married,Not-in-family,White,Male,0,0,60,<=50K,Self-Employed,Some College,Sales,USA
46,121586,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Government,Bachelors,Blue-Collar,USA
17,48703,Never-married,Own-child,White,Female,0,0,30,<=50K,Private,Dropout,Blue-Collar,USA
54,254152,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Private,High School,White-Collar,USA
51,96678,Married-civ-spouse,Husband,White,Male,0,0,60,<=50K,Government,Advanced,White-Collar,USA
60,320376,Married-civ-spouse,Wife,White,Female,0,0,40,<=50K,Private,Dropout,Blue-Collar,USA
20,83141,Never-married,Own-child,White,Male,0,0,40,<=50K,Self-Employed,High School,Blue-Collar,USA
23,142766,Never-married,Own-child,White,Male,1055,0,20,<=50K,Private,Some College,White-Collar,USA
62,181014,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Private,Bachelors,White-Collar,USA
47,126500,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Self-Employed,Dropout,Sales,Central America
17,140117,Never-married,Own-child,White,Female,0,0,12,<=50K,Private,Dropout,Sales,USA
32,360593,Divorced,Unmarried,Black,Female,0,0,30,<=50K,Private,High School,Sales,USA
27,136077,Never-married,Not-in-family,White,Male,0,0,40,<=50K,Government,Bachelors,White-Collar,USA
38,436361,Married-civ-spouse,Wife,White,Female,0,1977,20,>50K,Private,Advanced,White-Collar,USA
19,259352,Never-married,Not-in-family,White,Male,0,0,45,<=50K,Private,High School,Sales,USA
64,178472,Separated,Not-in-family,White,Male,0,0,45,<=50K,Self-Employed,Dropout,Blue-Collar,USA
63,54052,Married-civ-spouse,Husband,White,Male,0,0,68,>50K,Self-Employed,Advanced,Sales,USA
38,191103,Married-civ-spouse,Husband,White,Male,0,0,99,>50K,Private,Advanced,White-Collar,USA
28,149734,Never-married,Unmarried,Black,Female,0,0,52,<=50K,Private,High School,Service,USA
60,25825,Divorced,Not-in-family,White,Male,0,0,50,>50K,Self-Employed,High School,Blue-Collar,USA
22,327060,Never-married,Unmarried,Black,Male,0,0,8,<=50K,Private,High School,Service,USA
36,36423,Married-civ-spouse,Husband,White,Male,0,0,25,>50K,Private,High School,Blue-Collar,USA
50,133963,Divorced,Not-in-family,White,Female,0,0,50,<=50K,Private,Bachelors,Sales,USA
20,199011,Never-married,Own-child,White,Male,0,0,12,<=50K,Private,Some College,Blue-Collar,USA
39,277886,Married-civ-spouse,Wife,White,Female,0,0,30,<=50K,Private,Bachelors,Sales,USA
48,108557,Divorced,Not-in-family,White,Female,3325,0,60,<=50K,Self-Employed,Some College,Sales,USA
28,119793,Never-married,Not-in-family,White,Male,0,0,40,<=50K,Private,Bachelors,Sales,USA
38,125324,Married-civ-spouse,Husband,White,Male,0,0,80,>50K,Self-Employed,Some College,White-Collar,USA
65,116057,Divorced,Not-in-family,White,Female,6723,0,40,<=50K,Self-Employed,High School,Sales,USA
39,174242,Married-civ-spouse,Husband,White,Male,15024,0,60,>50K,Private,Bachelors,White-Collar,USA
24,390867,Never-married,Not-in-family,Black,Female,0,0,40,<=50K,Government,Advanced,White-Collar,USA
60,26756,Widowed,Not-in-family,White,Female,0,0,50,<=50K,Private,High School,Sales,USA
45,54098,Married-civ-spouse,Husband,White,Male,0,0,50,>50K,Self-Employed,Some College,Blue-Collar,USA
18,126913,Never-married,Own-child,White,Female,0,0,12,<=50K,Private,Some College,Service,USA
23,182615,Never-married,Own-child,White,Male,0,0,40,<=50K,Private,Some College,White-Collar,USA
17,179715,Never-married,Own-child,White,Male,0,0,40,<=50K,Private,Dropout,White-Collar,USA
53,34973,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Private,Dropout,Sales,USA
23,197286,Never-married,Own-child,White,Female,0,0,40,<=50K,Private,Bachelors,White-Collar,USA
51,173987,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Private,Dropout,Sales,USA
59,66440,Separated,Unmarried,White,Female,0,0,40,<=50K,Private,High School,White-Collar,USA
35,231180,Married-civ-spouse,Husband,White,Male,0,0,45,<=50K,Government,High School,Blue-Collar,USA
25,190107,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,Private,High School,Blue-Collar,USA
31,134613,Married-civ-spouse,Wife,Black,Female,0,0,43,<=50K,Private,Some College,White-Collar,USA
43,182254,Divorced,Unmarried,White,Female,0,0,40,<=50K,Government,Some College,White-Collar,USA
37,167396,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Private,High School,Service,Central America
72,166253,Married-civ-spouse,Wife,White,Female,0,0,2,<=50K,Private,High School,Blue-Collar,USA
51,46401,Married-civ-spouse,Wife,White,Female,0,0,40,>50K,Self-Employed,Some College,White-Collar,USA
74,180455,Widowed,Not-in-family,White,Female,0,0,8,<=50K,Private,Bachelors,Service,USA
17,103851,Never-married,Own-child,White,Female,1055,0,20,<=50K,Private,Dropout,White-Collar,USA
36,200220,Never-married,Not-in-family,White,Male,0,0,55,<=50K,Self-Employed,High School,White-Collar,USA
50,114758,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,Private,High School,Blue-Collar,USA
59,200316,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Private,High School,Blue-Collar,USA
35,98389,Never-married,Unmarried,White,Male,0,0,10,<=50K,Private,Some College,Blue-Collar,USA
35,185325,Married-civ-spouse,Husband,White,Male,0,0,50,>50K,Private,Bachelors,White-Collar,USA
43,28451,Married-civ-spouse,Husband,White,Male,0,0,37,>50K,Government,Bachelors,White-Collar,USA
19,300679,Never-married,Own-child,White,Female,0,0,40,<=50K,Private,Some College,Blue-Collar,USA
40,105794,Never-married,Not-in-family,White,Female,14084,0,50,>50K,Private,Advanced,White-Collar,USA
28,236418,Never-married,Not-in-family,Black,Male,0,0,40,<=50K,Government,Some College,White-Collar,USA
66,197816,Married-civ-spouse,Husband,White,Male,10605,0,40,>50K,Self-Employed,Bachelors,White-Collar,USA
19,106273,Never-married,Own-child,White,Female,0,0,38,<=50K,Private,Some College,Sales,USA
30,356015,Married-spouse-absent,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40,<=50K,Private,Dropout,Blue-Collar,North America
45,220641,Divorced,Unmarried,White,Female,0,0,40,<=50K,Private,Some College,White-Collar,USA
21,166704,Never-married,Own-child,White,Female,0,0,14,<=50K,Government,Some College,Service,USA
55,87584,Married-civ-spouse,Wife,White,Female,0,0,10,<=50K,Self-Employed,High School,White-Collar,USA
64,166843,Widowed,Other-relative,White,Male,0,0,28,<=50K,Private,High School,Service,USA
54,103580,Divorced,Unmarried,White,Female,0,0,55,>50K,Private,Some College,White-Collar,USA
35,108946,Divorced,Unmarried,White,Female,0,0,40,<=50K,Private,High School,Support,USA
37,305597,Married-civ-spouse,Husband,White,Male,0,0,45,>50K,Private,Bachelors,White-Collar,USA
58,140363,Divorced,Not-in-family,White,Male,0,0,36,<=50K,Private,High School,Sales,USA
42,557644,Never-married,Unmarried,White,Female,0,0,40,<=50K,Government,High School,White-Collar,USA
45,34307,Divorced,Unmarried,White,Female,0,0,40,<=50K,Private,Bachelors,White-Collar,USA
35,190895,Divorced,Not-in-family,White,Male,0,0,25,<=50K,Self-Employed,Bachelors,White-Collar,USA
29,272715,Divorced,Not-in-family,White,Female,0,0,30,<=50K,Private,Dropout,Service,USA
45,151518,Married-civ-spouse,Husband,White,Male,0,0,45,<=50K,Private,High School,White-Collar,USA
30,76107,Never-married,Not-in-family,White,Male,0,0,45,>50K,Private,High School,Blue-Collar,USA
36,268620,Married-civ-spouse,Wife,White,Female,0,0,33,<=50K,Private,Some College,White-Collar,USA
21,145917,Never-married,Own-child,White,Female,0,0,20,<=50K,Private,Some College,White-Collar,USA
54,28186,Divorced,Not-in-family,White,Male,27828,0,50,>50K,Self-Employed,Bachelors,Blue-Collar,USA
32,377836,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Self-Employed,Some College,White-Collar,USA
34,302770,Married-civ-spouse,Husband,White,Male,0,0,60,<=50K,Private,Some College,Sales,USA
37,160120,Never-married,Unmarried,Asian-Pac-Islander,Male,0,0,40,<=50K,Private,Advanced,White-Collar,Other Asia
18,85154,Never-married,Own-child,Asian-Pac-Islander,Female,0,0,24,<=50K,Self-Employed,Dropout,Blue-Collar,Europe
31,203572,Divorced,Unmarried,White,Female,0,0,30,<=50K,Government,High School,White-Collar,USA
71,137723,Married-civ-spouse,Husband,White,Male,1455,0,3,<=50K,Self-Employed,High School,Blue-Collar,USA
58,298643,Divorced,Unmarried,Black,Female,0,0,40,<=50K,Government,High School,White-Collar,USA
59,115842,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Government,High School,White-Collar,USA
49,219611,Married-civ-spouse,Husband,White,Male,0,0,75,>50K,Private,Bachelors,White-Collar,USA
46,85341,Married-civ-spouse,Husband,White,Male,0,0,56,<=50K,Government,Advanced,White-Collar,USA
55,41108,Widowed,Not-in-family,White,Male,0,2258,62,>50K,Private,Some College,Blue-Collar,USA
18,162908,Never-married,Own-child,White,Male,0,0,35,<=50K,Unemployed,Dropout,Service,USA
73,205580,Married-civ-spouse,Husband,White,Male,0,0,6,<=50K,Government,Dropout,White-Collar,USA
33,261943,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Private,Dropout,Blue-Collar,Central America
60,290922,Divorced,Not-in-family,White,Female,0,0,27,<=50K,Private,High School,White-Collar,USA
32,44675,Married-civ-spouse,Husband,White,Male,0,0,65,>50K,Private,Advanced,White-Collar,USA
38,139473,Married-civ-spouse,Husband,White,Male,0,0,50,<=50K,Private,High School,Blue-Collar,USA
42,184105,Married-civ-spouse,Husband,White,Male,0,0,45,>50K,Government,Some College,Service,USA
20,203003,Never-married,Other-relative,White,Male,0,0,40,<=50K,Private,High School,Blue-Collar,USA
26,272865,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Private,High School,Blue-Collar,USA
26,86872,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,Private,High School,Blue-Collar,USA
24,258298,Never-married,Not-in-family,White,Male,0,0,45,<=50K,Private,Some College,Support,USA
37,210438,Never-married,Not-in-family,Black,Male,0,0,40,<=50K,Private,Dropout,Blue-Collar,USA
47,26994,Divorced,Not-in-family,White,Female,0,0,35,<=50K,Private,Some College,White-Collar,USA
21,103031,Married-civ-spouse,Husband,White,Male,0,0,20,<=50K,Private,Some College,White-Collar,USA
54,139127,Divorced,Not-in-family,White,Female,0,0,40,<=50K,Private,High School,Service,USA
74,70234,Widowed,Unmarried,White,Female,0,0,26,<=50K,Private,High School,Sales,USA
50,172942,Divorced,Own-child,White,Male,0,0,28,<=50K,Private,Some College,Service,USA
45,101656,Never-married,Not-in-family,Asian-Pac-Islander,Male,0,0,40,<=50K,Private,Dropout,Blue-Collar,Asia
39,341643,Separated,Not-in-family,White,Male,0,1669,50,<=50K,Self-Employed,High School,Blue-Collar,USA
35,198202,Never-married,Not-in-family,White,Female,0,0,54,<=50K,Private,High School,White-Collar,USA
75,164570,Never-married,Not-in-family,White,Male,0,0,50,<=50K,Self-Employed,Dropout,White-Collar,USA
43,180096,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,Government,Advanced,White-Collar,USA
37,239409,Divorced,Not-in-family,White,Male,0,0,40,>50K,Government,High School,White-Collar,USA
36,167482,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,Private,Some College,Blue-Collar,USA
36,186865,Married-civ-spouse,Husband,White,Male,0,0,60,>50K,Private,Advanced,White-Collar,USA
25,441210,Never-married,Own-child,White,Male,0,0,40,<=50K,Private,High School,White-Collar,USA
40,262461,Married-civ-spouse,Husband,Black,Male,0,0,40,<=50K,Private,High School,Blue-Collar,USA
25,308144,Never-married,Not-in-family,White,Male,0,0,40,<=50K,Private,Bachelors,Blue-Collar,North America
57,161662,Married-civ-spouse,Husband,White,Male,7688,0,60,>50K,Self-Employed,Bachelors,White-Collar,USA
65,190160,Married-civ-spouse,Husband,White,Male,99999,0,40,>50K,Private,Bachelors,White-Collar,USA
51,163671,Married-civ-spouse,Husband,White,Male,0,1902,40,<=50K,Government,Bachelors,White-Collar,USA
50,22428,Never-married,Not-in-family,White,Male,0,0,40,<=50K,Private,Advanced,Blue-Collar,USA
41,197069,Married-spouse-absent,Not-in-family,Black,Male,4650,0,40,<=50K,Government,Some College,White-Collar,USA
31,323055,Married-civ-spouse,Husband,White,Male,0,0,50,>50K,Private,High School,Blue-Collar,USA
42,138872,Married-civ-spouse,Husband,White,Male,0,0,99,<=50K,Private,High School,Blue-Collar,USA
36,77146,Married-civ-spouse,Husband,White,Male,15024,0,45,>50K,Self-Employed,Bachelors,Sales,USA
44,118059,Married-civ-spouse,Husband,White,Male,0,0,55,>50K,Private,Advanced,White-Collar,USA
43,266439,Divorced,Not-in-family,White,Male,0,0,45,<=50K,Private,High School,Blue-Collar,USA
21,256504,Never-married,Not-in-family,White,Female,0,0,40,<=50K,Private,High School,Service,USA
78,212660,Married-civ-spouse,Husband,White,Male,0,0,10,<=50K,Self-Employed,Dropout,White-Collar,USA
40,164647,Divorced,Unmarried,Black,Female,0,0,38,<=50K,Private,Some College,White-Collar,USA
31,400535,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Private,Some College,White-Collar,USA
20,199698,Never-married,Unmarried,White,Male,0,0,35,<=50K,Private,Dropout,Blue-Collar,USA
67,36876,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Self-Employed,High School,Blue-Collar,USA
25,168943,Married-civ-spouse,Wife,White,Female,0,0,30,>50K,Private,Bachelors,White-Collar,USA
54,108435,Married-civ-spouse,Husband,White,Male,2829,0,30,<=50K,Self-Employed,Some College,Blue-Collar,USA
59,33725,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,Private,Dropout,White-Collar,USA
24,201664,Never-married,Own-child,White,Male,0,0,40,<=50K,Government,Some College,Service,USA
44,404599,Divorced,Unmarried,Black,Female,0,0,40,<=50K,Government,High School,White-Collar,USA
29,199118,Never-married,Own-child,White,Female,0,0,40,<=50K,Private,Some College,Support,Central America
37,193855,Married-civ-spouse,Husband,White,Male,0,1902,50,<=50K,Private,High School,Blue-Collar,USA
60,114060,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Government,Some College,Service,USA
31,178449,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,Government,Advanced,White-Collar,USA
52,235567,Divorced,Not-in-family,White,Female,0,0,40,<=50K,Private,High School,White-Collar,USA
34,90415,Never-married,Not-in-family,Black,Male,0,0,40,<=50K,Private,Some College,Support,USA
50,185283,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Private,Some College,Blue-Collar,USA
29,190562,Divorced,Unmarried,White,Male,0,0,56,<=50K,Private,High School,Blue-Collar,USA
24,311311,Never-married,Not-in-family,White,Male,0,0,40,<=50K,Private,Bachelors,Sales,USA
42,167357,Divorced,Unmarried,White,Female,0,213,40,<=50K,Private,Some College,White-Collar,USA
50,98215,Divorced,Not-in-family,White,Male,0,0,40,<=50K,Private,High School,Service,USA
26,242464,Married-civ-spouse,Husband,White,Male,3103,0,40,>50K,Government,High School,Service,USA
33,169269,Married-civ-spouse,Husband,White,Male,15024,0,40,>50K,Private,Bachelors,White-Collar,Central America
63,83043,Married-civ-spouse,Husband,White,Male,0,2179,45,<=50K,Self-Employed,Bachelors,Service,USA
42,126701,Divorced,Unmarried,White,Male,9562,0,45,>50K,Private,Bachelors,White-Collar,USA
40,266803,Married-civ-spouse,Wife,White,Female,15024,0,50,>50K,Private,Advanced,White-Collar,North America
57,217886,Widowed,Not-in-family,White,Female,0,0,36,<=50K,Private,High School,White-Collar,USA
35,103323,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,Self-Employed,Some College,Blue-Collar,USA
36,192443,Never-married,Not-in-family,Black,Male,13550,0,40,>50K,Government,Some College,White-Collar,USA
61,107438,Married-civ-spouse,Husband,Black,Male,0,1651,40,<=50K,Private,Dropout,Blue-Collar,USA
28,149624,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Private,Some College,Blue-Collar,USA
31,114937,Married-civ-spouse,Husband,White,Male,0,0,35,<=50K,Private,Bachelors,White-Collar,USA
40,195394,Married-civ-spouse,Husband,White,Male,7688,0,40,>50K,Private,Some College,White-Collar,USA
30,399088,Divorced,Not-in-family,White,Female,0,0,45,<=50K,Private,Some College,White-Collar,USA
26,135848,Never-married,Not-in-family,White,Male,0,0,10,<=50K,Private,Bachelors,Sales,Central America
58,40925,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Government,Bachelors,White-Collar,USA
18,102182,Never-married,Not-in-family,White,Female,0,0,30,<=50K,Private,Dropout,Service,USA
36,202207,Married-spouse-absent,Not-in-family,White,Male,0,0,69,>50K,Government,High School,Service,Europe
35,135020,Married-civ-spouse,Husband,White,Male,0,0,75,>50K,Self-Employed,Some College,Sales,USA
81,114670,Widowed,Not-in-family,Black,Female,2062,0,5,<=50K,Private,Dropout,Service,USA
23,130959,Married-civ-spouse,Husband,White,Male,2407,0,6,<=50K,Private,Bachelors,White-Collar,North America
53,266529,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,Private,Some College,White-Collar,USA
50,61735,Married-civ-spouse,Husband,White,Male,0,0,25,>50K,Self-Employed,Some College,Service,USA
20,189740,Never-married,Own-child,White,Female,0,0,32,<=50K,Private,Some College,Blue-Collar,USA
48,123075,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,Private,Some College,Support,USA
27,233724,Separated,Not-in-family,White,Male,0,0,38,<=50K,Self-Employed,High School,White-Collar,USA
38,131461,Married-civ-spouse,Wife,Black,Female,0,0,24,<=50K,Private,Dropout,Service,Other
28,207473,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Private,Some College,Blue-Collar,Central America
37,329980,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Private,Some College,Blue-Collar,USA
33,34975,Married-civ-spouse,Husband,White,Male,0,0,45,<=50K,Private,Some College,White-Collar,USA
48,379883,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,Self-Employed,Advanced,White-Collar,North America
61,183735,Married-civ-spouse,Husband,White,Male,0,0,45,>50K,Private,Some College,Sales,USA
75,34235,Widowed,Not-in-family,White,Female,2964,0,14,<=50K,Self-Employed,High School,White-Collar,USA
63,125178,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,Self-Employed,Bachelors,White-Collar,USA
34,201292,Married-civ-spouse,Husband,White,Male,0,0,50,<=50K,Self-Employed,Some College,Blue-Collar,USA
37,95336,Never-married,Not-in-family,White,Male,0,0,65,<=50K,Private,Dropout,Blue-Collar,USA
24,238384,Never-married,Own-child,White,Female,0,0,37,<=50K,Government,Bachelors,White-Collar,USA
33,156464,Never-married,Not-in-family,White,Male,0,0,50,>50K,Private,Bachelors,Sales,USA
52,282674,Married-civ-spouse,Husband,Amer-Indian-Eskimo,Male,0,0,40,>50K,Private,High School,Blue-Collar,USA
63,181929,Widowed,Unmarried,White,Male,0,0,50,>50K,Private,High School,White-Collar,USA
47,145636,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,Private,High School,Blue-Collar,USA
24,376755,Never-married,Unmarried,White,Female,0,0,20,<=50K,Private,Some College,Service,USA
27,212232,Married-civ-spouse,Husband,Black,Male,0,0,40,>50K,Government,Some College,White-Collar,USA
40,210493,Widowed,Unmarried,White,Female,0,0,40,<=50K,Private,Dropout,White-Collar,USA
57,214061,Divorced,Not-in-family,White,Female,0,0,40,<=50K,Private,High School,White-Collar,USA
40,320071,Divorced,Not-in-family,White,Male,0,1408,48,<=50K,Private,Some College,White-Collar,USA
57,61885,Married-civ-spouse,Husband,Black,Male,0,0,60,>50K,Self-Employed,High School,White-Collar,USA
32,207668,Married-civ-spouse,Husband,White,Male,15024,0,45,>50K,Private,Bachelors,White-Collar,USA
32,37232,Married-civ-spouse,Husband,White,Male,7688,0,45,>50K,Self-Employed,Advanced,White-Collar,USA
43,292175,Divorced,Unmarried,White,Female,0,0,45,>50K,Self-Employed,Advanced,White-Collar,USA
41,45186,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Private,Some College,Blue-Collar,USA
49,105431,Divorced,Not-in-family,Black,Female,0,0,40,<=50K,Private,High School,Service,USA
44,282192,Married-civ-spouse,Husband,Black,Male,0,0,60,<=50K,Private,Some College,White-Collar,USA
43,55764,Never-married,Unmarried,Black,Male,0,0,40,<=50K,Private,Some College,Blue-Collar,USA
39,282461,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,Government,Some College,Service,USA
52,206054,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Self-Employed,Some College,Blue-Collar,USA
18,64253,Never-married,Own-child,Black,Female,0,0,20,<=50K,Private,Dropout,Sales,USA
31,106437,Never-married,Not-in-family,White,Female,0,0,40,<=50K,Private,High School,White-Collar,USA
46,138069,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,Private,Some College,Blue-Collar,USA
52,164135,Married-civ-spouse,Husband,White,Male,0,0,50,>50K,Private,High School,White-Collar,USA
33,53373,Never-married,Unmarried,White,Male,0,0,40,<=50K,Private,Dropout,Service,USA
63,203821,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Private,High School,Blue-Collar,USA
46,318259,Separated,Unmarried,White,Female,0,0,55,<=50K,Private,Some College,Support,USA
23,190290,Never-married,Own-child,White,Male,0,0,40,<=50K,Private,Bachelors,White-Collar,USA
51,340588,Married-civ-spouse,Husband,White,Male,0,0,54,<=50K,Private,Dropout,Service,North America
33,427812,Married-civ-spouse,Husband,White,Male,0,0,15,<=50K,Government,Bachelors,White-Collar,North America
57,167483,Divorced,Unmarried,White,Female,0,0,50,<=50K,Private,Some College,White-Collar,USA
39,111499,Never-married,Not-in-family,White,Female,0,0,40,<=50K,Private,Bachelors,White-Collar,USA
38,219902,Separated,Unmarried,Black,Female,0,0,30,<=50K,Private,High School,Blue-Collar,USA
38,116608,Married-civ-spouse,Wife,White,Female,0,0,35,>50K,Government,High School,White-Collar,USA
52,175029,Married-civ-spouse,Husband,White,Male,0,0,35,<=50K,Self-Employed,Dropout,Blue-Collar,USA
42,68469,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Private,High School,Blue-Collar,USA
49,142287,Married-civ-spouse,Husband,White,Male,0,1902,50,>50K,Private,Some College,White-Collar,USA
55,282023,Married-civ-spouse,Husband,White,Male,15024,0,50,>50K,Private,Bachelors,Sales,USA
21,182823,Never-married,Own-child,White,Male,0,0,30,<=50K,Private,Bachelors,Sales,USA
27,158156,Never-married,Not-in-family,White,Female,0,0,70,<=50K,Private,Advanced,White-Collar,USA
55,319733,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Self-Employed,High School,Blue-Collar,USA
40,176063,Married-civ-spouse,Husband,White,Male,0,1977,60,>50K,Private,Bachelors,White-Collar,USA
38,209609,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,Private,Some College,Support,USA
19,186682,Never-married,Unmarried,Black,Male,0,0,40,<=50K,Private,High School,Service,USA
30,127610,Never-married,Not-in-family,White,Female,0,0,35,<=50K,Government,Bachelors,White-Collar,USA
40,240124,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,Private,High School,White-Collar,USA
46,25894,Divorced,Not-in-family,Asian-Pac-Islander,Male,0,0,40,>50K,Private,Advanced,White-Collar,Asia
19,162094,Never-married,Own-child,White,Male,0,0,40,<=50K,Private,High School,Blue-Collar,USA
23,231929,Never-married,Own-child,White,Male,0,0,40,<=50K,Private,High School,Blue-Collar,USA
63,236338,Married-civ-spouse,Wife,White,Female,0,0,35,<=50K,Private,High School,Sales,USA
51,68882,Widowed,Unmarried,White,Female,0,0,35,<=50K,Private,Dropout,Service,Europe
41,219155,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Private,Dropout,Blue-Collar,Europe
43,211128,Divorced,Not-in-family,White,Female,0,0,50,>50K,Private,Advanced,White-Collar,USA
38,282951,Divorced,Not-in-family,White,Male,0,0,40,<=50K,Self-Employed,Some College,White-Collar,USA
35,207973,Married-civ-spouse,Husband,White,Male,0,0,55,<=50K,Government,Advanced,White-Collar,North America
40,38389,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Private,Some College,Blue-Collar,USA
18,118983,Never-married,Own-child,White,Male,0,0,30,<=50K,Private,High School,White-Collar,USA
52,159755,Married-civ-spouse,Husband,White,Male,0,1887,40,>50K,Private,Bachelors,White-Collar,USA
31,187689,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Government,Bachelors,White-Collar,USA
22,293136,Never-married,Own-child,White,Female,0,0,30,<=50K,Private,Some College,Service,USA
41,372682,Married-civ-spouse,Wife,White,Female,0,0,40,>50K,Private,Some College,White-Collar,USA
45,175925,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Private,High School,Blue-Collar,USA
28,300915,Married-civ-spouse,Husband,White,Male,0,1902,43,>50K,Private,Bachelors,White-Collar,USA
21,41183,Never-married,Own-child,White,Female,0,0,20,<=50K,Government,Some College,White-Collar,USA
51,74660,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,Private,Dropout,Blue-Collar,USA
31,129804,Never-married,Not-in-family,White,Male,0,0,40,<=50K,Private,Dropout,Blue-Collar,Central America
65,56924,Widowed,Not-in-family,White,Female,0,0,10,<=50K,Private,High School,Service,USA
19,138917,Never-married,Own-child,Black,Female,0,0,20,<=50K,Private,Some College,Sales,USA
40,179533,Married-civ-spouse,Husband,White,Male,0,0,75,>50K,Self-Employed,High School,Blue-Collar,USA
27,365916,Never-married,Not-in-family,White,Female,0,0,58,<=50K,Government,Some College,White-Collar,USA
41,152292,Married-civ-spouse,Husband,White,Male,0,0,50,>50K,Private,Bachelors,White-Collar,USA
63,33487,Married-civ-spouse,Husband,White,Male,0,0,70,>50K,Self-Employed,Dropout,Blue-Collar,USA
22,380899,Never-married,Own-child,White,Male,0,0,40,<=50K,Private,Some College,Blue-Collar,USA
30,175761,Married-civ-spouse,Husband,White,Male,2580,0,40,<=50K,Private,Dropout,Blue-Collar,USA
